Ticker,1D_Price,1D_MACD_Black,1D_MACD_Red,1D_RSI_2,1D_RSI_14,1D_Stoch_K_Black,1D_Stoch_D_Red,1D_NVI_Black,1D_NVI_Red,15m_Price,15m_MACD_Black,15m_MACD_Red,15m_RSI_2,15m_RSI_14,15m_Stoch_K_Black,15m_Stoch_D_Red,15m_NVI_Black,15m_NVI_Red
LT.NS,4119.8,49.79,-24.3,93.56,62.97,96.85,93.22,187.58,162.83,4119.8,5.7,7.29,59.69,56.02,72.81,60.96,100.27,99.14
LATENTVIEW.NS,308.65,-6.04,-13.27,84.98,53.1,90.83,87.08,11.48,22.79,308.9,0.88,1.24,61.29,54.52,34.09,25.8,89.7,95.43
LAURUSLABS.NS,1128.35,25.61,13.75,91.44,66.84,96.01,96.01,92.68,99.55,1127.0,2.97,3.4,14.49,53.61,30.17,52.32,108.51,105.32
LEMONTREE.NS,114.18,-0.04,-1.62,66.17,55.01,94.73,94.94,57.67,69.33,114.1,0.04,0.09,9.83,45.55,42.52,56.86,96.66,97.21
LICI.NS,841.65,1.22,-11.73,97.29,62.02,99.83,99.91,57.79,63.51,841.65,0.86,1.24,27.21,52.69,78.91,79.62,98.55,97.18
LINDEINDIA.NS,7221.5,120.08,129.91,37.15,55.3,55.24,52.55,38.44,49.22,7230.0,-14.75,-16.12,83.4,46.01,78.9,64.31,88.1,90.41
LLOYDSME.NS,1556.7,84.77,64.29,98.46,75.67,99.14,99.14,39.8,46.69,1556.7,7.89,5.68,98.77,77.0,100.0,75.1,87.75,89.87
LODHA.NS,873.5,-20.64,-46.73,96.4,59.16,99.03,99.03,53.87,64.22,873.5,4.68,4.13,35.18,65.26,86.37,95.46,91.67,88.89
LUPIN.NS,2327.0,11.49,11.4,50.48,55.08,68.51,68.05,78.26,79.8,2325.0,-0.5,-3.86,59.11,58.67,97.56,99.14,98.85,99.22
MMTC.NS,61.91,0.3,-0.53,97.07,60.04,98.53,95.72,3.23,8.36,62.15,0.27,0.24,89.15,66.15,94.5,81.64,91.56,91.53
MRF.NS,138740.0,-304.46,-1909.5,84.09,58.39,94.19,94.19,84.34,92.19,138730.0,165.24,284.31,26.35,51.41,24.69,26.55,101.7,99.48
MGL.NS,1091.7,2.98,-17.99,95.25,63.57,98.98,99.02,60.23,65.73,1097.8,3.9,2.72,99.76,76.16,99.26,97.92,95.25,95.63
M&MFIN.NS,297.3,-13.34,-16.21,41.34,41.7,92.13,94.48,71.1,89.88,297.3,-0.57,-0.96,82.85,52.51,98.98,93.54,99.02,98.03
M&M.NS,3222.3,-13.48,-52.89,43.51,52.51,90.99,92.96,148.65,135.9,3222.3,-7.79,-9.38,43.73,43.93,80.6,88.12,108.13,105.36
MANAPPURAM.NS,268.15,-1.97,-4.7,58.22,51.59,93.64,90.65,50.69,60.89,268.15,-0.44,-0.22,15.2,40.9,36.71,34.89,90.5,91.24
MRPL.NS,174.93,-2.95,-1.75,52.54,44.59,31.11,15.95,7.78,17.81,175.3,-0.15,0.14,16.24,38.84,4.5,3.72,85.94,86.74
MANKIND.NS,2104.4,-6.12,-20.07,59.35,54.28,94.53,97.92,69.32,77.28,2105.0,-1.28,-1.64,53.09,49.04,90.46,87.93,105.44,103.12
MARICO.NS,744.4,-3.06,-4.12,19.3,45.6,66.64,79.08,65.21,73.74,744.0,-2.23,-2.71,32.85,40.99,92.92,86.36,101.87,100.66
MARUTI.NS,13335.0,-147.35,-312.02,55.13,50.25,72.97,80.58,120.3,110.18,13336.0,5.46,5.94,68.3,52.72,49.18,47.66,102.91,100.75
MFSL.NS,1695.2,-11.01,-35.51,84.72,58.6,98.18,98.58,67.78,67.32,1695.2,-1.15,-0.52,42.63,47.09,51.2,39.19,98.33,96.66
MAXHEALTH.NS,990.65,-13.95,-20.38,96.33,53.18,91.07,85.21,105.29,111.88,990.0,-0.5,0.53,46.79,48.13,40.38,32.25,99.52,97.41
MAZDOCK.NS,2564.6,44.22,9.05,99.44,62.94,100.0,100.0,13.12,19.76,2564.6,5.79,4.66,66.28,59.25,77.67,79.46,79.93,82.44
MINDACORP.NS,505.65,-5.39,-7.36,24.31,45.53,45.8,55.44,21.28,30.97,505.6,-2.76,-2.63,81.09,35.09,42.87,34.96,96.99,95.81
MSUMI.NS,39.45,-0.5,-0.92,79.11,52.08,94.03,94.2,45.86,59.36,39.5,0.08,0.07,94.84,66.81,75.66,58.32,99.6,97.51
MOTILALOFS.NS,782.8,15.4,-0.14,60.91,61.15,93.1,94.6,19.52,29.96,782.8,-0.72,-0.84,33.54,48.64,83.96,89.96,91.32,94.03
MPHASIS.NS,2441.8,29.89,-12.91,89.32,64.55,92.49,89.26,79.37,83.89,2443.0,8.28,8.75,74.88,63.37,87.31,80.87,103.83,102.77
MCX.NS,2862.2,85.0,44.9,99.69,70.47,100.0,100.0,113.91,111.75,2862.0,2.29,2.49,51.93,53.42,74.13,86.09,114.08,108.49
MUTHOOTFIN.NS,3578.0,38.13,-12.91,60.42,58.42,97.46,97.94,117.19,112.66,3578.0,-9.2,-5.76,22.13,40.27,35.25,32.73,96.01,93.99
NATCOPHARM.NS,1086.8,41.37,35.33,41.34,63.75,59.24,69.23,34.75,43.48,1084.1,0.9,0.37,15.53,50.45,74.31,86.62,104.54,105.05
NBCC.NS,93.05,0.19,-1.41,94.76,60.11,98.54,97.77,13.65,19.38,93.25,0.39,0.33,82.77,66.45,91.92,77.43,90.97,90.3
NCC.NS,160.36,2.34,-0.22,95.88,65.84,98.14,98.14,47.38,48.73,161.0,1.01,0.72,98.62,79.52,98.16,76.73,104.29,101.86
NHPC.NS,81.38,0.98,0.41,99.45,68.85,100.0,95.58,87.63,84.44,81.74,0.24,0.21,99.07,71.2,100.0,76.58,107.49,104.62
NLCINDIA.NS,297.75,5.76,4.12,98.41,69.34,68.79,49.37,18.05,26.35,300.15,2.57,3.79,93.02,60.42,28.15,19.22,93.09,94.05
NMDC.NS,87.16,1.86,0.85,98.94,68.33,99.95,99.98,102.28,114.78,87.34,0.0,-0.09,80.48,56.68,96.72,94.1,104.4,102.12
NSLNISP.NS,41.98,0.91,0.08,82.85,65.19,93.92,95.58,42.44,51.69,41.98,0.1,0.07,64.11,59.63,91.94,95.44,99.03,98.96
NTPCGREEN.NS,108.79,3.15,2.12,98.17,71.59,93.11,69.64,70.16,75.77,108.45,0.23,0.29,17.07,52.57,78.43,80.69,101.71,100.19
NTPC.NS,390.8,3.5,1.64,74.71,62.29,97.54,98.8,112.04,112.9,392.0,-0.43,-0.46,86.96,55.23,92.35,65.57,105.31,102.22
NH.NS,1781.7,7.45,-13.25,59.29,58.9,96.46,98.82,61.78,71.1,1782.8,-2.35,-2.86,41.41,46.16,78.37,78.02,98.75,98.26
NATIONALUM.NS,432.7,14.12,10.47,97.37,67.55,99.99,98.74,84.24,82.12,433.85,1.22,1.66,67.16,57.24,26.18,26.06,94.46,96.04
NAVA.NS,626.5,13.64,5.69,99.66,66.52,100.0,100.0,64.35,70.2,623.35,0.68,0.19,41.18,55.26,86.19,81.21,93.04,95.13
NAVINFLUOR.NS,6256.0,-18.73,-48.97,87.53,53.58,98.7,98.03,53.22,66.52,6256.0,0.55,-5.72,34.96,53.42,96.43,94.05,94.1,93.59
NESTLEIND.NS,1257.4,0.01,-10.13,76.53,57.77,92.73,92.73,97.22,105.38,1258.0,1.75,1.5,82.5,59.87,82.25,78.04,98.37,99.35
NETWEB.NS,3708.4,51.86,0.31,96.75,68.85,94.64,94.64,11.74,20.32,3719.5,25.82,33.11,70.33,59.27,35.15,30.74,86.62,90.68
NEULANDLAB.NS,15000.0,548.49,227.83,76.3,69.19,88.04,91.32,35.29,49.08,15040.0,30.82,33.58,94.8,61.94,88.56,56.08,97.0,98.0
NEWGEN.NS,478.25,-8.41,-17.8,90.51,54.51,92.14,87.31,11.62,25.78,477.0,1.47,1.72,14.19,55.05,72.16,84.57,88.52,91.79
NAM-INDIA.NS,964.85,16.57,1.07,79.56,60.73,86.22,88.12,39.79,50.8,968.4,1.5,2.0,90.91,56.71,44.73,26.63,104.07,98.91
NIVABUPA.NS,78.5,0.71,-0.16,99.82,71.22,100.0,100.0,42.78,54.5,78.5,0.38,0.47,41.98,60.29,24.7,26.52,94.86,95.84
NUVAMA.NS,1366.4,24.58,-1.98,95.26,68.7,98.11,98.11,124.97,118.12,1366.4,4.69,5.05,57.77,61.69,70.7,74.18,101.86,98.76
NUVOCO.NS,310.3,-1.11,-4.66,74.84,54.07,87.11,90.52,38.77,49.4,310.2,1.19,1.36,25.2,56.43,48.84,56.88,95.04,95.67
OBEROIRLTY.NS,1710.4,53.06,25.22,99.76,72.37,100.0,100.0,130.08,111.45,1710.4,1.35,1.04,39.74,52.95,80.7,67.7,103.61,100.64
ONGC.NS,282.75,4.92,4.74,9.92,55.66,56.33,66.61,79.15,82.94,282.85,-0.91,-1.01,56.21,36.68,88.67,83.77,105.62,105.99
OIL.NS,462.4,-1.14,0.28,22.21,45.56,39.05,50.64,47.51,52.27,462.1,-0.48,-0.52,21.93,44.02,43.99,50.25,96.85,99.47
OLAELEC.NS,38.68,3.23,1.56,65.74,72.33,79.84,86.42,17.72,39.79,38.7,-0.07,-0.1,36.71,46.96,54.58,69.39,93.29,98.3
OLECTRA.NS,1213.85,53.74,30.1,66.44,66.73,97.16,98.87,13.61,23.61,1219.0,-2.46,-2.99,97.61,54.03,94.16,73.74,71.87,77.19
PAYTM.NS,1148.85,11.7,-7.43,85.61,60.14,96.09,94.97,40.04,38.35,1147.65,1.82,0.31,48.68,59.74,94.76,94.81,100.62,98.83
ONESOURCE.NS,1506.3,22.97,12.02,49.69,57.86,92.36,86.0,75.97,81.13,1506.3,0.27,-3.24,35.75,54.22,92.08,92.45,71.87,78.32
OFSS.NS,7776.0,177.73,70.52,94.99,70.77,94.49,94.49,59.18,71.62,7776.0,51.43,55.86,55.14,70.92,66.03,49.93,99.58,97.49
POLICYBZR.NS,1550.5,0.42,-9.73,85.55,58.9,67.39,68.86,64.98,66.57,1550.5,14.48,10.96,86.57,75.14,96.65,97.42,97.97,97.12
PCBL.NS,284.12,0.57,-4.02,90.38,58.2,96.87,96.87,33.21,50.08,284.12,1.02,0.82,68.87,63.15,95.26,86.26,82.24,86.85
PGEL.NS,557.65,-11.31,-22.26,98.98,59.46,100.0,99.55,75.02,76.67,558.75,5.72,5.87,88.53,69.05,44.77,39.01,89.12,89.3
PIIND.NS,3112.2,-3.49,-41.93,92.95,61.49,95.76,95.76,98.05,98.69,3118.0,21.18,21.07,67.78,66.43,49.12,57.13,101.07,99.94
PNBHOUSING.NS,893.8,16.32,4.08,88.33,63.84,87.97,86.46,27.19,31.09,894.5,4.27,5.65,43.93,58.86,16.35,14.21,101.6,98.56
PTCIL.NS,15975.0,-520.94,-568.76,80.59,46.4,82.69,70.41,42.23,46.98,15975.0,94.55,111.15,40.17,58.88,20.42,42.59,103.31,99.9
PVRINOX.NS,950.85,-16.28,-18.19,75.3,45.39,83.38,74.45,41.93,47.9,950.85,0.82,0.48,55.77,57.84,92.44,88.32,108.08,103.51
PAGEIND.NS,36980.0,1150.54,679.96,94.38,73.91,97.33,97.33,96.45,96.38,36980.0,88.32,56.45,97.1,69.69,100.0,98.23,110.02,106.95
PARADEEP.NS,121.78,1.32,-0.2,58.5,57.46,95.04,94.3,12.32,21.79,121.95,0.06,-0.05,97.32,58.85,100.0,95.06,98.17,100.33
PATANJALI.NS,464.95,-9.73,-10.65,59.33,41.55,79.1,77.36,63.85,68.49,464.95,0.27,0.12,65.2,57.05,95.21,92.61,97.73,98.81
PERSISTENT.NS,5500.5,121.77,46.4,80.66,66.3,89.13,89.74,105.21,104.61,5500.5,2.22,2.01,37.07,50.44,53.1,61.76,101.48,102.32
PETRONET.NS,271.49,-4.17,-7.17,72.15,50.72,93.93,93.55,58.02,63.6,271.0,0.07,0.11,24.69,49.86,66.43,64.03,97.59,95.08
PFIZER.NS,4859.2,10.2,-8.08,45.24,52.63,88.67,86.43,70.75,77.62,4859.2,-14.12,-13.6,55.34,40.94,88.94,67.85,101.94,101.6
PHOENIXLTD.NS,1782.3,34.1,0.64,88.35,66.61,98.25,98.1,73.69,75.51,1782.3,2.68,1.49,19.38,53.93,89.99,95.74,96.69,95.08
PIDILITIND.NS,1331.0,-20.83,-28.0,43.26,45.98,72.37,80.3,91.13,96.17,1332.0,0.7,-0.34,98.43,58.59,100.0,100.0,95.74,96.0
PPLPHARMA.NS,147.5,-1.14,-2.79,60.11,52.53,97.44,98.57,14.93,22.63,147.7,-0.12,-0.34,69.85,55.14,88.06,93.14,107.8,105.29
POLYMED.NS,1496.9,38.92,11.54,94.12,65.31,98.52,98.44,63.99,85.48,1490.0,7.9,5.48,14.04,58.98,71.11,80.51,96.82,96.49
POLYCAB.NS,7903.5,35.07,-75.31,85.38,60.39,94.01,94.01,119.26,114.45,7926.0,24.43,16.11,91.97,69.54,96.98,90.11,98.17,96.92
POONAWALLA.NS,407.15,-4.82,-9.07,39.92,49.33,91.81,86.78,25.07,33.13,405.2,-0.52,-1.25,24.91,49.44,85.8,94.16,89.4,91.93
PFC.NS,458.9,10.71,5.35,98.37,70.03,98.86,98.41,135.97,129.91,460.0,2.28,2.89,94.31,61.98,44.22,31.62,95.33,95.04
POWERGRID.NS,312.25,3.18,1.81,89.16,66.77,92.14,89.18,93.25,90.21,312.25,0.31,0.54,91.52,55.73,47.86,35.59,107.8,105.97
PREMIERENE.NS,1003.1,52.45,46.24,97.14,77.96,89.23,77.4,60.2,64.84,1005.0,0.59,1.32,56.07,49.77,10.17,19.56,99.73,97.55
PRESTIGE.NS,1337.9,-7.56,-33.5,71.85,56.41,96.44,96.87,94.87,91.59,1337.9,2.77,1.12,30.08,58.42,85.99,92.05,84.78,86.66
PNB.NS,113.56,-1.62,-3.01,84.33,52.51,97.52,96.35,130.66,123.8,113.6,0.08,0.1,32.24,52.55,73.38,65.01,92.58,93.04
RRKABEL.NS,1455.0,-5.81,-18.83,90.94,58.64,89.4,88.25,45.57,52.2,1463.0,15.27,8.52,99.19,82.24,100.0,100.0,95.75,95.68
RBLBANK.NS,315.9,3.58,1.45,33.1,54.14,76.12,81.84,46.89,58.94,315.65,-0.62,-0.6,11.82,39.45,67.2,78.27,105.22,103.6
RECLTD.NS,364.2,3.94,-0.93,95.57,64.25,97.43,97.43,229.93,202.37,364.0,1.68,2.41,16.15,54.3,3.81,4.61,100.21,99.18
RHIM.NS,400.65,-2.27,-9.64,94.67,57.81,99.43,98.38,27.68,36.53,400.0,1.39,1.26,29.34,53.73,24.93,49.32,96.26,98.39
RITES.NS,216.16,1.42,-2.54,94.09,63.52,97.74,97.74,14.64,19.29,216.5,0.72,0.74,96.33,65.7,90.08,64.96,92.67,94.84
RADICO.NS,3036.4,37.25,-2.03,98.01,66.0,100.0,97.88,48.22,52.9,3054.0,28.94,26.84,99.62,82.49,100.0,95.48,98.66,96.84
RVNL.NS,293.89,-1.93,-6.99,94.04,59.64,97.11,96.52,14.76,20.96,294.6,1.63,1.84,95.74,63.49,85.28,57.32,93.57,95.04
RAILTEL.NS,337.87,4.49,-5.32,97.32,69.62,98.09,97.58,12.22,18.87,335.0,1.48,2.64,7.64,45.12,12.69,25.72,84.44,91.16
RAINBOW.NS,1256.9,23.74,10.95,37.13,61.41,84.74,88.06,48.2,51.85,1251.0,-1.67,-3.63,16.23,46.04,90.79,94.18,92.34,94.89
RKFORGE.NS,534.25,-0.42,-5.73,45.52,53.07,89.07,92.67,50.76,68.35,534.25,-0.6,-1.47,79.22,55.56,97.05,98.11,93.99,94.68
REDINGTON.NS,227.78,-5.28,-9.03,91.05,52.67,96.52,96.51,22.21,39.27,228.48,0.77,0.55,94.74,65.59,100.0,86.16,82.41,88.18
RELIANCE.NS,1343.3,-19.5,-19.26,62.29,45.54,57.45,53.95,137.54,119.33,1345.8,1.6,0.4,99.94,70.21,100.0,100.0,104.42,101.97
RPOWER.NS,28.89,0.78,-0.15,96.69,70.01,99.72,99.56,8.89,18.17,28.89,0.09,0.11,12.2,52.69,46.51,66.21,96.42,94.75
SBFC.NS,97.94,0.56,-1.25,99.17,67.69,100.0,99.52,34.77,43.39,97.75,0.24,0.49,7.44,48.5,1.05,0.7,98.21,96.44
SBICARD.NS,685.6,-14.53,-21.4,84.45,49.17,97.38,97.06,53.28,67.47,685.6,-0.2,0.09,21.11,45.39,46.01,51.39,101.87,98.03
SBILIFE.NS,1974.7,-4.67,-26.11,93.54,59.52,98.23,97.99,101.61,100.34,1974.7,1.78,2.23,42.07,53.78,80.28,68.72,99.33,97.48
SJVN.NS,76.33,0.74,-0.42,99.78,65.06,100.0,100.0,16.91,25.28,76.9,0.34,0.22,99.94,76.45,100.0,99.27,104.32,101.77
SRF.NS,2504.0,-38.61,-53.68,79.64,49.49,90.67,81.53,60.98,65.47,2504.0,3.17,2.58,43.26,56.85,91.03,86.86,95.37,94.74
SAGILITY.NS,43.16,0.29,-0.23,86.2,56.42,94.49,91.73,33.96,56.67,43.14,0.03,0.02,57.42,57.45,91.98,72.44,91.83,91.94
SAILIFE.NS,972.35,2.5,4.69,19.25,49.03,57.32,67.5,48.33,59.99,973.0,-1.83,-3.68,66.48,51.76,86.07,88.87,95.79,96.66
SAMMAANCAP.NS,154.96,2.86,1.49,47.63,59.66,91.06,94.77,31.48,41.39,155.11,-0.29,-0.28,37.52,43.55,67.58,60.65,89.35,91.28
MOTHERSON.NS,122.82,0.33,-1.68,66.98,57.68,93.31,93.45,94.69,100.74,122.75,-0.01,0.1,1.63,40.35,0.0,2.78,97.14,96.72
SAPPHIRE.NS,172.53,-3.9,-7.66,48.56,50.99,96.49,96.78,32.89,45.11,172.68,-0.17,-0.62,92.28,56.94,100.0,97.84,95.93,94.79
SARDAEN.NS,597.1,15.18,7.05,99.87,71.37,100.0,100.0,36.62,46.52,597.0,2.67,2.68,24.52,65.19,71.7,81.05,103.08,101.04
SAREGAMA.NS,343.1,-1.06,-3.06,95.47,56.23,94.91,81.85,16.57,27.39,343.1,0.6,0.23,59.1,60.26,96.56,98.85,89.5,90.06
SCHAEFFLER.NS,3966.1,-24.81,-31.62,86.05,51.81,78.08,62.51,56.92,65.59,3960.2,-0.22,-0.38,24.57,49.81,69.49,66.14,103.33,100.24
SCHNEIDER.NS,998.25,37.49,28.98,49.22,65.81,86.17,92.14,35.01,43.24,999.0,-1.81,-4.02,78.44,54.91,89.19,89.19,84.38,89.8
SCI.NS,288.93,4.77,-0.5,99.94,73.25,100.0,100.0,9.35,16.19,293.15,7.61,6.69,99.1,79.38,53.76,40.1,98.61,98.31
SHREECEM.NS,25110.0,-66.8,-354.72,93.3,57.45,99.28,97.65,114.29,105.07,25110.0,52.6,52.99,33.15,58.85,79.16,77.1,102.63,101.83
SHRIRAMFIN.NS,1022.75,2.51,-11.96,69.51,55.51,92.27,92.42,86.75,90.5,1022.0,-0.7,-0.51,31.8,46.96,69.14,58.48,92.48,93.02
SHYAMMETL.NS,863.55,9.97,0.13,88.38,64.24,94.14,92.02,69.81,72.52,863.55,-0.17,0.67,67.48,47.94,16.69,10.17,94.91,96.53
SIEMENS.NS,3563.8,71.37,11.85,85.63,67.8,95.08,95.52,98.28,99.62,3569.9,8.99,10.83,68.28,57.92,70.1,67.25,99.31,99.33
SIGNATURE.NS,806.95,-17.9,-30.54,58.48,48.32,83.34,86.94,119.8,127.24,806.95,0.87,0.39,55.33,56.21,92.45,88.79,97.56,96.95
SOBHA.NS,1321.2,-13.16,-32.97,93.83,54.54,99.21,99.11,46.69,48.78,1321.2,0.87,0.67,49.42,53.19,80.0,80.2,93.96,93.73
SOLARINDS.NS,14990.0,256.47,23.75,99.86,67.59,100.0,100.0,107.85,107.51,15025.0,28.37,29.55,75.96,58.92,85.82,81.44,95.46,93.18
SONACOMS.NS,580.85,15.93,6.1,75.06,67.5,97.62,96.69,37.63,43.18,580.85,-0.32,0.16,60.44,45.83,8.8,5.06,103.86,103.72
SONATSOFTW.NS,279.27,-0.8,-7.69,96.57,66.91,96.66,96.27,16.37,26.42,277.46,2.74,4.69,8.69,48.41,2.14,4.74,97.16,96.82
STARHEALTH.NS,496.65,5.56,2.3,98.23,69.28,97.69,91.86,43.61,47.78,496.0,2.78,2.84,35.02,65.74,37.7,46.94,100.74,100.26
SBIN.NS,1067.15,-11.21,-19.03,56.2,50.22,97.53,96.33,166.29,157.7,1066.7,-0.89,-0.89,19.02,44.72,65.04,76.21,96.74,96.7
SAIL.NS,171.32,3.8,1.88,90.87,65.41,98.14,98.08,73.59,76.39,171.39,0.61,0.47,87.99,66.56,94.92,96.61,92.66,93.9
SUMICHEM.NS,423.4,6.66,0.73,50.26,62.81,95.94,98.65,19.36,25.1,426.0,-0.33,-0.52,74.51,51.31,91.62,91.55,103.84,102.45
SUNPHARMA.NS,1693.1,-19.76,-11.49,64.92,43.28,28.25,17.56,148.31,136.38,1695.0,1.88,0.53,99.96,63.89,100.0,95.65,95.71,96.7
SUNTV.NS,632.2,8.27,4.56,96.45,62.14,98.06,82.58,45.21,58.08,635.1,1.06,0.61,99.14,64.38,98.98,89.53,91.12,90.68
SUNDARMFIN.NS,4993.3,-63.95,-118.22,81.74,53.22,93.63,93.76,45.72,52.86,4991.8,18.57,19.2,40.31,60.86,92.09,91.02,97.28,96.54
SUPREMEIND.NS,3663.8,-24.73,-21.9,11.69,41.47,71.43,83.9,61.71,70.82,3659.8,-30.87,-35.49,47.96,36.61,86.13,87.86,99.68,98.85
SPLPETRO.NS,770.95,26.0,22.92,83.15,64.13,75.0,72.21,43.79,63.17,770.95,0.97,1.57,42.27,52.47,41.08,30.89,89.17,90.9
SUZLON.NS,50.25,1.22,0.1,99.87,73.44,100.0,100.0,53.48,56.18,50.25,0.29,0.25,98.2,72.86,100.0,88.3,104.54,101.72
SWANCORP.NS,352.8,-8.43,-14.26,93.56,56.14,91.25,86.62,16.1,27.98,352.8,3.75,5.23,9.77,51.97,6.55,7.4,86.25,88.43
SWIGGY.NS,280.4,-7.57,-9.78,80.4,48.77,85.39,82.33,40.62,52.77,281.15,1.75,1.62,65.28,65.9,61.91,75.65,97.93,95.18
SYNGENE.NS,434.7,-5.1,-10.62,96.49,58.61,97.99,92.96,49.55,66.78,434.7,4.89,4.62,73.62,77.94,71.27,73.66,98.55,98.18
SYRMA.NS,968.75,31.29,14.92,98.1,74.09,96.96,96.96,49.5,56.84,971.0,15.07,15.14,49.23,66.83,12.27,36.16,95.86,95.15
TBOTEK.NS,1269.3,-8.91,-37.56,97.21,62.04,98.89,98.8,50.85,62.88,1268.0,8.32,9.86,46.42,62.85,25.07,17.23,93.1,91.18
TVSMOTOR.NS,3757.2,35.16,-11.62,47.13,57.2,78.84,85.78,121.69,118.09,3757.2,-5.61,-5.32,56.53,45.34,64.25,73.69,103.06,102.54
TATACHEM.NS,706.65,4.64,-9.12,51.71,60.01,97.31,99.1,63.91,74.66,708.25,-1.83,-2.77,75.31,50.1,87.91,91.94,102.05,101.86
TATACOMM.NS,1561.4,2.29,-23.34,99.22,61.01,99.98,99.99,39.52,41.74,1561.4,4.1,2.92,83.76,60.61,91.99,85.05,102.7,101.04
TCS.NS,2576.9,-12.14,-42.48,76.12,55.29,77.76,76.69,101.88,105.11,2574.0,4.88,5.66,31.69,59.78,82.28,73.03,103.95,103.16
TATACONSUM.NS,1102.6,-3.65,-13.48,93.79,56.82,98.69,98.69,66.66,77.1,1103.0,1.8,1.11,62.51,59.65,87.12,87.94,93.66,94.22
TATAELXSI.NS,4593.6,-2.85,-73.22,92.83,59.52,96.87,96.61,61.04,69.21,4599.6,16.96,11.48,71.44,64.59,92.67,95.36,106.48,106.07
TATAINVEST.NS,709.95,16.59,-0.55,80.2,68.79,98.85,99.62,24.11,35.33,708.0,-0.59,-1.18,25.63,48.6,84.11,91.58,89.38,94.08
TATAPOWER.NS,426.6,8.27,4.73,99.76,72.74,100.0,91.55,105.32,107.06,426.6,1.61,0.84,78.32,73.29,97.72,99.24,98.76,98.61
TATASTEEL.NS,210.69,2.99,1.05,98.36,63.74,99.45,99.45,110.51,112.48,210.69,0.32,0.3,44.34,58.79,95.03,96.38,102.49,99.35
TATATECH.NS,586.7,0.15,-7.84,92.39,59.75,96.49,96.07,51.8,56.14,587.5,2.24,2.6,45.54,61.1,54.31,62.7,97.81,97.52
TTML.NS,43.77,0.7,-0.44,94.8,64.48,99.04,98.7,3.86,8.32,43.95,0.17,0.13,78.5,64.79,64.08,74.3,86.19,88.52
TECHM.NS,1491.0,13.13,0.5,87.69,61.06,81.18,73.81,69.33,76.63,1491.0,3.05,3.12,53.36,60.21,90.15,85.43,110.55,108.87
TECHNOE.NS,1206.55,16.9,-0.36,97.91,65.77,99.22,96.47,68.83,70.01,1205.0,5.15,4.99,42.66,61.49,89.08,89.9,122.23,116.44
TEGA.NS,1754.1,0.38,-8.02,81.7,54.31,89.54,88.26,48.85,59.27,1740.9,3.89,4.69,19.98,50.36,60.76,61.75,100.05,98.86
TEJASNET.NS,432.25,8.2,8.05,21.61,52.22,85.98,92.62,9.39,20.18,432.5,-2.04,-2.77,86.9,44.52,87.63,83.45,75.75,80.53
NIACL.NS,169.92,6.0,-0.29,76.08,73.47,98.14,98.78,10.24,15.16,169.0,0.69,1.16,2.35,43.7,2.17,11.93,90.74,93.21
RAMCOCEM.NS,1001.9,-10.89,-25.52,77.5,53.07,99.57,98.86,62.21,69.33,1001.9,0.39,0.38,95.27,55.72,83.11,63.28,97.44,96.06
THERMAX.NS,4126.4,205.89,117.37,99.43,81.14,100.0,100.0,40.14,46.78,4092.0,10.39,16.29,11.07,44.39,39.64,48.65,110.76,104.06
TIMKEN.NS,3493.4,62.46,40.99,42.14,58.24,89.28,95.07,34.56,44.97,3493.4,-11.0,-11.99,47.7,38.62,64.57,72.5,99.64,100.52
TITAGARH.NS,737.45,9.15,-7.15,90.4,63.5,96.5,96.5,17.7,23.36,736.0,4.15,4.33,93.91,64.35,81.45,50.76,104.47,102.77
TITAN.NS,4461.4,91.87,43.75,42.33,60.99,86.8,89.98,95.55,100.65,4461.5,-7.42,-8.6,32.78,44.05,64.2,72.69,100.54,99.94
TORNTPHARM.NS,4155.9,-30.85,-29.28,54.68,48.03,79.32,76.44,74.63,78.15,4155.9,0.6,-4.27,43.86,55.68,92.23,95.33,95.44,95.48
TORNTPOWER.NS,1521.6,11.78,-5.49,99.36,63.12,100.0,99.82,60.86,58.54,1522.5,3.01,3.12,70.25,61.82,79.06,68.91,99.73,97.04
